Titel,URL,Typ,Beschreibung,Reichweite,Adresse_Herausgeber,Ort,Oeffentlich,Autor
Aachen Open Data,http://offenedaten.aachen.de/,odp,"Open Data Portal der Stadt Aachen mit über 70 Datensätzen verschiedener Organisationen, einschließlich der Stadt Stolberg und der Gemeinde Roetgen (Stand: 7.11.2017)",kommunal,"50.7761914050729 N, 6.08292769902552 E ",Aachen,ja,[BEISPIEL] matthias
