URL,Titel,Bemerkungen
http://www.mdm-portal.de/,MDM – Moblitätsdaten-Marktplatz,"Komplizierter Anmeldevorgang
Viele Daten Vertragsgebunden, bzw. auf Bestellung
Nicht als „Open Data Portal“ angelegt. Zu klären bleibt, ob trotzdem offene Daten angeboten werden"
